cod_transacao,num_conta,data_transacao,nome_transacao,valor_transacao,dia_da_semana
31333,544,2020-07-09,Compra Débito,-19.99,Quinta-feira
42313,544,2021-05-17,Compra Débito,-98.64,Segunda-feira
57734,544,2022-02-22,Compra Débito,-286.48,Terça-feira
62455,544,2022-03-05,Compra Débito,-38.45,Sábado
63765,544,2022-03-08,Compra Débito,-99.88,Terça-feira
64305,544,2022-03-30,Compra Débito,-104.32,Quarta-feira
71907,544,2022-07-01,Compra Débito,-25.55,Sexta-feira
2361,800,2015-03-23,Compra Débito,-16.24,Segunda-feira
4141,800,2015-03-24,Compra Débito,-17.49,Terça-feira
5132,800,2015-11-09,Compra Débito,-620.87,Segunda-feira
10081,800,2015-11-10,Compra Débito,-50.94,Terça-feira
12220,800,2015-11-13,Compra Débito,-278.78,Sexta-feira
19666,800,2015-11-20,Compra Débito,-158.11,Sexta-feira
35011,800,2017-01-04,Compra Débito,-34.71,Quarta-feira
37925,800,2020-12-22,Compra Débito,-20.06,Terça-feira
40034,800,2021-06-03,Compra Débito,-142.62,Quinta-feira
41103,800,2021-06-19,Compra Débito,-123.51,Sábado
51609,800,2022-12-25,Compra Débito,-47.19,Domingo
52868,800,2022-12-26,Compra Débito,-73.7,Segunda-feira
55683,800,2022-12-29,Compra Débito,-30.71,Quinta-feira
58289,800,2022-12-29,Compra Débito,-44.7,Quinta-feira
70171,800,2022-12-30,Compra Débito,-96.27,Sexta-feira
1162,33,2016-12-08,Compra Débito,-60.76,Quinta-feira
5152,33,2017-01-06,Compra Débito,-5.65,Sexta-feira
8397,33,2017-01-18,Compra Débito,-60.59,Quarta-feira
10618,33,2017-01-26,Compra Débito,-7.37,Quinta-feira
19941,33,2019-09-09,Compra Débito,-52.41,Segunda-feira
21280,33,2019-09-18,Compra Débito,-142.72,Quarta-feira
23541,33,2022-06-21,Compra Débito,-79.54,Terça-feira
34485,33,2022-10-22,Compra Débito,-19.58,Sábado
41385,33,2022-12-29,Compra Débito,-98.95,Quinta-feira
47262,33,2022-12-30,Compra Débito,-93.72,Sexta-feira
49856,33,2022-12-30,Compra Débito,-57.91,Sexta-feira
57491,33,2022-12-30,Compra Débito,-46.98,Sexta-feira
60293,33,2022-12-30,Compra Débito,-49.34,Sexta-feira
64076,33,2022-12-30,Compra Débito,-14.11,Sexta-feira
64174,33,2022-12-30,Compra Débito,-93.67,Sexta-feira
69421,33,2022-12-30,Compra Débito,-76.56,Sexta-feira
3191,289,2022-12-29,Compra Débito,-63.68,Quinta-feira
3607,289,2022-12-29,Compra Débito,-8.5,Quinta-feira
11362,289,2022-12-29,Compra Débito,-27.06,Quinta-feira
13264,289,2022-12-29,Compra Débito,-124.74,Quinta-feira
13506,289,2022-12-29,Compra Débito,-9.06,Quinta-feira
17178,289,2022-12-29,Compra Débito,-9.62,Quinta-feira
28305,289,2022-12-29,Compra Débito,-7.4,Quinta-feira
28382,289,2022-12-29,Compra Débito,-48.44,Quinta-feira
35795,289,2022-12-29,Compra Débito,-42.41,Quinta-feira
36438,289,2022-12-29,Compra Débito,-14.51,Quinta-feira
37127,289,2022-12-29,Compra Débito,-150.65,Quinta-feira
45588,289,2022-12-29,Compra Débito,-18.65,Quinta-feira
51113,289,2022-12-29,Compra Débito,-35.62,Quinta-feira
52766,289,2022-12-29,Compra Débito,-41.96,Quinta-feira
66347,289,2022-12-29,Compra Débito,-36.47,Quinta-feira
66593,289,2022-12-29,Compra Débito,-67.61,Quinta-feira
70630,289,2022-12-29,Compra Débito,-12.02,Quinta-feira
15425,545,2020-08-29,Compra Débito,-32.28,Sábado
16426,545,2020-08-29,Compra Débito,-14.31,Sábado
21893,545,2020-09-11,Compra Débito,-41.86,Sexta-feira
24768,545,2020-09-12,Compra Débito,-7.18,Sábado
25293,545,2020-09-12,Compra Débito,-76.01,Sábado
30790,545,2021-01-14,Compra Débito,-111.84,Quinta-feira
30950,545,2021-03-29,Compra Débito,-13.44,Segunda-feira
37891,545,2022-12-23,Compra Débito,-385.76,Sexta-feira
45836,545,2022-12-29,Compra Débito,-73.69,Quinta-feira
47839,545,2022-12-29,Compra Débito,-42.3,Quinta-feira
49389,545,2022-12-29,Compra Débito,-59.53,Quinta-feira
53667,545,2022-12-29,Compra Débito,-62.49,Quinta-feira
55047,545,2022-12-29,Compra Débito,-33.28,Quinta-feira
55783,545,2022-12-29,Compra Débito,-108.04,Quinta-feira
57509,545,2022-12-29,Compra Débito,-46.0,Quinta-feira
58606,545,2022-12-29,Compra Débito,-16.42,Quinta-feira
2980,801,2020-01-22,Compra Débito,-66.46,Quarta-feira
3061,801,2020-12-27,Compra Débito,-52.13,Domingo
3766,801,2020-12-28,Compra Débito,-41.81,Segunda-feira
13350,801,2021-02-28,Compra Débito,-8.27,Domingo
18918,801,2022-01-16,Compra Débito,-29.53,Domingo
22385,801,2022-01-30,Compra Débito,-38.74,Domingo
28126,801,2022-02-06,Compra Débito,-11.0,Domingo
29245,801,2022-06-03,Compra Débito,-46.06,Sexta-feira
29330,801,2022-11-06,Compra Débito,-32.0,Domingo
30320,801,2022-11-06,Compra Débito,-29.05,Domingo
34818,801,2022-11-27,Compra Débito,-47.43,Domingo
34858,801,2022-11-28,Compra Débito,-14.85,Segunda-feira
44884,801,2022-12-13,Compra Débito,-59.58,Terça-feira
45339,801,2022-12-13,Compra Débito,-10.01,Terça-feira
52945,801,2022-12-29,Compra Débito,-52.71,Quinta-feira
54386,801,2022-12-29,Compra Débito,-66.44,Quinta-feira
57746,801,2022-12-29,Compra Débito,-28.37,Quinta-feira
61001,801,2022-12-29,Compra Débito,-13.47,Quinta-feira
62839,801,2022-12-29,Compra Débito,-59.87,Quinta-feira
68162,801,2022-12-29,Compra Débito,-31.76,Quinta-feira
4436,34,2022-09-05,Compra Débito,-9.77,Segunda-feira
4719,34,2022-12-06,Compra Débito,-66.42,Terça-feira
10358,34,2022-12-29,Compra Débito,-19.5,Quinta-feira
12466,34,2022-12-29,Compra Débito,-16.26,Quinta-feira
20323,34,2022-12-29,Compra Débito,-2.44,Quinta-feira
28045,34,2022-12-30,Compra Débito,-48.83,Sexta-feira
28792,34,2022-12-30,Compra Débito,-21.68,Sexta-feira
46004,34,2022-12-30,Compra Débito,-13.82,Sexta-feira
49101,34,2022-12-30,Compra Débito,-31.49,Sexta-feira
57779,34,2022-12-30,Compra Débito,-26.7,Sexta-feira
62107,34,2022-12-30,Compra Débito,-136.93,Sexta-feira
69488,34,2022-12-30,Compra Débito,-56.15,Sexta-feira
2161,290,2016-03-19,Compra Débito,-35.62,Sábado
8219,290,2016-05-14,Compra Débito,-16.01,Sábado
14737,290,2018-01-25,Compra Débito,-34.06,Quinta-feira
15005,290,2018-01-27,Compra Débito,-53.2,Sábado
17508,290,2018-01-30,Compra Débito,-14.58,Terça-feira
20538,290,2021-04-24,Compra Débito,-18.92,Sábado
23792,290,2021-11-08,Compra Débito,-5.94,Segunda-feira
27610,290,2021-11-08,Compra Débito,-22.28,Segunda-feira
28720,290,2021-11-08,Compra Débito,-40.18,Segunda-feira
33992,290,2022-04-28,Compra Débito,-103.61,Quinta-feira
35964,290,2022-04-28,Compra Débito,-203.14,Quinta-feira
37062,290,2022-11-21,Compra Débito,-43.7,Segunda-feira
39722,290,2022-12-04,Compra Débito,-27.92,Domingo
45441,290,2022-12-07,Compra Débito,-108.19,Quarta-feira
48959,290,2022-12-29,Compra Débito,-40.3,Quinta-feira
52138,290,2022-12-29,Compra Débito,-33.89,Quinta-feira
57808,290,2022-12-29,Compra Débito,-13.76,Quinta-feira
4265,546,2020-01-11,Compra Débito,-43.62,Sábado
7365,546,2020-01-14,Compra Débito,-9.96,Terça-feira
8774,546,2021-11-04,Compra Débito,-8.64,Quinta-feira
9284,546,2021-11-04,Compra Débito,-41.4,Quinta-feira
9392,546,2021-11-04,Compra Débito,-17.61,Quinta-feira
16572,546,2022-02-23,Compra Débito,-21.02,Quarta-feira
17903,546,2022-02-23,Compra Débito,-34.85,Quarta-feira
44589,546,2022-12-29,Compra Débito,-77.51,Quinta-feira
47120,546,2022-12-30,Compra Débito,-106.74,Sexta-feira
48855,546,2022-12-30,Compra Débito,-11.49,Sexta-feira
52564,546,2022-12-30,Compra Débito,-58.38,Sexta-feira
53670,546,2022-12-30,Compra Débito,-22.39,Sexta-feira
54200,546,2022-12-30,Compra Débito,-72.38,Sexta-feira
58666,546,2022-12-30,Compra Débito,-13.01,Sexta-feira
64565,546,2022-12-30,Compra Débito,-67.48,Sexta-feira
70306,546,2022-12-30,Compra Débito,-189.21,Sexta-feira
70738,546,2022-12-30,Compra Débito,-28.73,Sexta-feira
1073,802,2015-12-03,Compra Débito,-39.17,Quinta-feira
1860,802,2015-12-07,Compra Débito,-28.68,Segunda-feira
9193,802,2016-01-06,Compra Débito,-274.99,Quarta-feira
11716,802,2016-05-23,Compra Débito,-47.25,Segunda-feira
12120,802,2016-05-25,Compra Débito,-68.3,Quarta-feira
12456,802,2016-05-27,Compra Débito,-92.13,Sexta-feira
15006,802,2016-05-30,Compra Débito,-17.84,Segunda-feira
21872,802,2016-10-03,Compra Débito,-281.66,Segunda-feira
25311,802,2016-10-19,Compra Débito,-7.77,Quarta-feira
25451,802,2016-10-19,Compra Débito,-22.12,Quarta-feira
25653,802,2016-10-24,Compra Débito,-152.3,Segunda-feira
26082,802,2016-11-02,Compra Débito,-44.13,Quarta-feira
26277,802,2016-11-06,Compra Débito,-102.58,Domingo
28127,802,2016-11-06,Compra Débito,-56.86,Domingo
28141,802,2016-11-06,Compra Débito,-156.86,Domingo
28796,802,2016-11-06,Compra Débito,-184.93,Domingo
31428,802,2017-01-23,Compra Débito,-45.39,Segunda-feira
32776,802,2017-02-06,Compra Débito,-11.78,Segunda-feira
33492,802,2017-02-07,Compra Débito,-57.43,Terça-feira
34643,802,2017-04-05,Compra Débito,-36.22,Quarta-feira
36558,802,2017-04-11,Compra Débito,-57.39,Terça-feira
41927,802,2017-04-12,Compra Débito,-77.62,Quarta-feira
47032,802,2017-04-13,Compra Débito,-75.76,Quinta-feira
47295,802,2017-04-15,Compra Débito,-19.81,Sábado
51483,802,2017-05-09,Compra Débito,-10.17,Terça-feira
51846,802,2017-05-14,Compra Débito,-94.66,Domingo
53526,802,2017-06-06,Compra Débito,-73.79,Terça-feira
55431,802,2017-06-06,Compra Débito,-70.11,Terça-feira
56656,802,2017-06-19,Compra Débito,-48.76,Segunda-feira
58119,802,2017-06-20,Compra Débito,-76.65,Terça-feira
58288,802,2017-06-20,Compra Débito,-28.85,Terça-feira
59205,802,2017-06-26,Compra Débito,-206.63,Segunda-feira
60454,802,2017-06-27,Compra Débito,-28.89,Terça-feira
60675,802,2018-05-18,Compra Débito,-87.55,Sexta-feira
64247,802,2018-05-26,Compra Débito,-48.24,Sábado
65917,802,2018-06-10,Compra Débito,-92.84,Domingo
67665,802,2019-02-18,Compra Débito,-13.24,Segunda-feira
1005,35,2015-10-13,Compra Débito,-45.86,Terça-feira
1311,35,2015-10-15,Compra Débito,-33.09,Quinta-feira
7831,35,2015-10-22,Compra Débito,-10.93,Quinta-feira
10685,35,2015-10-31,Compra Débito,-20.81,Sábado
11316,35,2015-11-01,Compra Débito,-114.44,Domingo
12337,35,2015-11-14,Compra Débito,-8.52,Sábado
13481,35,2015-11-18,Compra Débito,-21.12,Quarta-feira
13758,35,2015-11-19,Compra Débito,-11.88,Quinta-feira
16767,35,2015-12-05,Compra Débito,-5.81,Sábado
18253,35,2016-04-12,Compra Débito,-10.47,Terça-feira
20226,35,2016-04-17,Compra Débito,-155.58,Domingo
20775,35,2016-04-17,Compra Débito,-70.31,Domingo
20779,35,2016-04-17,Compra Débito,-144.4,Domingo
24164,35,2016-04-27,Compra Débito,-24.97,Quarta-feira
25693,35,2016-04-28,Compra Débito,-19.0,Quinta-feira
26108,35,2016-05-06,Compra Débito,-28.25,Sexta-feira
30085,35,2017-01-15,Compra Débito,-5.83,Domingo
30143,35,2017-02-20,Compra Débito,-23.77,Segunda-feira
30537,35,2017-02-22,Compra Débito,-25.39,Quarta-feira
31093,35,2017-02-23,Compra Débito,-29.65,Quinta-feira
41969,35,2017-03-18,Compra Débito,-10.46,Sábado
44397,35,2017-03-18,Compra Débito,-25.47,Sábado
46475,35,2017-04-16,Compra Débito,-19.7,Domingo
46970,35,2017-04-20,Compra Débito,-187.94,Quinta-feira
47269,35,2017-05-04,Compra Débito,-110.21,Quinta-feira
48700,35,2017-05-04,Compra Débito,-83.9,Quinta-feira
49447,35,2017-05-05,Compra Débito,-62.5,Sexta-feira
54237,35,2017-06-11,Compra Débito,-15.95,Domingo
56649,35,2017-07-15,Compra Débito,-38.14,Sábado
58637,35,2019-12-27,Compra Débito,-121.03,Sexta-feira
58679,35,2019-12-27,Compra Débito,-88.25,Sexta-feira
59547,35,2019-12-30,Compra Débito,-365.9,Segunda-feira
59698,35,2019-12-30,Compra Débito,-26.94,Segunda-feira
59863,35,2019-12-30,Compra Débito,-14.84,Segunda-feira
61794,35,2019-12-30,Compra Débito,-33.69,Segunda-feira
64219,35,2020-01-02,Compra Débito,-15.42,Quinta-feira
67001,35,2021-12-17,Compra Débito,-164.07,Sexta-feira
71016,35,2022-02-03,Compra Débito,-35.82,Quinta-feira
71448,35,2022-09-03,Compra Débito,-178.62,Sábado
3726,291,2012-03-13,Compra Débito,-91.75,Terça-feira
5302,291,2012-03-23,Compra Débito,-17.91,Sexta-feira
5714,291,2012-03-23,Compra Débito,-4.2,Sexta-feira
6878,291,2012-03-24,Compra Débito,-8.32,Sábado
15552,291,2012-05-30,Compra Débito,-93.49,Quarta-feira
15791,291,2012-05-30,Compra Débito,-60.24,Quarta-feira
21869,291,2012-06-01,Compra Débito,-72.91,Sexta-feira
23882,291,2012-06-11,Compra Débito,-198.72,Segunda-feira
23929,291,2012-06-11,Compra Débito,-60.1,Segunda-feira
30862,291,2022-03-10,Compra Débito,-75.12,Quinta-feira
32984,291,2022-03-13,Compra Débito,-13.47,Domingo
44169,291,2022-03-26,Compra Débito,-54.27,Sábado
56396,291,2022-07-30,Compra Débito,-73.33,Sábado
64877,291,2022-08-25,Compra Débito,-35.88,Quinta-feira
65168,291,2022-08-29,Compra Débito,-22.81,Segunda-feira
67532,291,2022-09-06,Compra Débito,-20.53,Terça-feira
71999,291,2022-12-08,Compra Débito,-35.44,Quinta-feira
1140,547,2013-04-12,Compra Débito,-22.81,Sexta-feira
1807,547,2013-04-12,Compra Débito,-61.26,Sexta-feira
2705,547,2013-04-12,Compra Débito,-7.9,Sexta-feira
6446,547,2013-04-25,Compra Débito,-29.81,Quinta-feira
6503,547,2013-05-07,Compra Débito,-21.8,Terça-feira
7604,547,2013-05-13,Compra Débito,-16.77,Segunda-feira
8312,547,2013-06-13,Compra Débito,-15.88,Quinta-feira
8926,547,2013-06-25,Compra Débito,-8.83,Terça-feira
10899,547,2013-07-14,Compra Débito,-55.12,Domingo
11340,547,2013-07-16,Compra Débito,-3.41,Terça-feira
11686,547,2013-07-17,Compra Débito,-18.24,Quarta-feira
13573,547,2013-09-30,Compra Débito,-64.76,Segunda-feira
14790,547,2013-09-30,Compra Débito,-3.51,Segunda-feira
18760,547,2013-10-07,Compra Débito,-49.08,Segunda-feira
34093,547,2015-12-24,Compra Débito,-11.63,Quinta-feira
43781,547,2016-07-15,Compra Débito,-68.84,Sexta-feira
45895,547,2016-07-21,Compra Débito,-10.0,Quinta-feira
48388,547,2016-07-21,Compra Débito,-67.65,Quinta-feira
55671,547,2016-10-11,Compra Débito,-79.27,Terça-feira
58443,547,2016-10-27,Compra Débito,-23.77,Quinta-feira
59276,547,2016-11-03,Compra Débito,-51.93,Quinta-feira
60377,547,2016-11-14,Compra Débito,-72.69,Segunda-feira
63015,547,2016-11-17,Compra Débito,-20.87,Quinta-feira
63446,547,2016-11-17,Compra Débito,-28.32,Quinta-feira
63483,547,2016-12-02,Compra Débito,-29.12,Sexta-feira
69296,547,2018-01-08,Compra Débito,-28.36,Segunda-feira
70182,547,2018-01-13,Compra Débito,-11.4,Sábado
5819,803,2021-12-11,Compra Débito,-18.42,Sábado
9115,803,2022-05-31,Compra Débito,-55.38,Terça-feira
10852,803,2022-06-04,Compra Débito,-78.9,Sábado
15820,803,2022-08-16,Compra Débito,-17.59,Terça-feira
16286,803,2022-08-16,Compra Débito,-40.75,Terça-feira
17332,803,2022-08-17,Compra Débito,-36.92,Quarta-feira
17396,803,2022-08-21,Compra Débito,-31.6,Domingo
42317,803,2022-12-29,Compra Débito,-23.81,Quinta-feira
43394,803,2022-12-29,Compra Débito,-1.86,Quinta-feira
47091,803,2022-12-29,Compra Débito,-21.03,Quinta-feira
49413,803,2022-12-29,Compra Débito,-42.15,Quinta-feira
49950,803,2022-12-29,Compra Débito,-61.1,Quinta-feira
54523,803,2022-12-29,Compra Débito,-27.04,Quinta-feira
70876,803,2022-12-29,Compra Débito,-17.5,Quinta-feira
2305,36,2012-04-02,Compra Débito,-9.63,Segunda-feira
3522,36,2016-07-08,Compra Débito,-14.58,Sexta-feira
5686,36,2016-07-10,Compra Débito,-11.81,Domingo
11219,36,2016-09-02,Compra Débito,-18.72,Sexta-feira
20456,36,2016-09-11,Compra Débito,-26.47,Domingo
23533,36,2019-04-03,Compra Débito,-26.04,Quarta-feira
23703,36,2019-04-04,Compra Débito,-7.23,Quinta-feira
26021,36,2019-04-18,Compra Débito,-7.85,Quinta-feira
27309,36,2019-08-27,Compra Débito,-20.62,Terça-feira
28813,36,2019-09-03,Compra Débito,-13.43,Terça-feira
29618,36,2019-09-03,Compra Débito,-11.21,Terça-feira
30989,36,2019-09-04,Compra Débito,-32.83,Quarta-feira
31126,36,2019-09-06,Compra Débito,-8.46,Sexta-feira
44842,36,2022-10-15,Compra Débito,-69.84,Sábado
49953,36,2022-12-19,Compra Débito,-46.31,Segunda-feira
62381,36,2022-12-29,Compra Débito,-15.28,Quinta-feira
63789,36,2022-12-29,Compra Débito,-16.78,Quinta-feira
70613,36,2022-12-29,Compra Débito,-3.86,Quinta-feira
4393,292,2015-10-20,Compra Débito,-26.95,Terça-feira
7473,292,2015-10-23,Compra Débito,-48.99,Sexta-feira
13166,292,2015-10-30,Compra Débito,-25.55,Sexta-feira
24962,292,2020-11-30,Compra Débito,-52.37,Segunda-feira
28264,292,2021-08-14,Compra Débito,-24.41,Sábado
28422,292,2021-10-16,Compra Débito,-111.44,Sábado
30749,292,2021-10-20,Compra Débito,-51.67,Quarta-feira
35048,292,2021-11-08,Compra Débito,-20.84,Segunda-feira
36311,292,2021-11-09,Compra Débito,-323.36,Terça-feira
37215,292,2022-04-13,Compra Débito,-279.75,Quarta-feira
61273,292,2022-11-26,Compra Débito,-154.84,Sábado
66177,292,2022-11-29,Compra Débito,-38.65,Terça-feira
67585,292,2022-11-30,Compra Débito,-118.82,Quarta-feira
7418,548,2021-06-28,Compra Débito,-21.94,Segunda-feira
8643,548,2022-12-18,Compra Débito,-11.0,Domingo
13631,548,2022-12-29,Compra Débito,-63.88,Quinta-feira
15523,548,2022-12-29,Compra Débito,-5.97,Quinta-feira
23436,548,2022-12-29,Compra Débito,-54.48,Quinta-feira
23943,548,2022-12-29,Compra Débito,-16.71,Quinta-feira
36001,548,2022-12-29,Compra Débito,-5.35,Quinta-feira
38034,548,2022-12-29,Compra Débito,-50.75,Quinta-feira
41209,548,2022-12-29,Compra Débito,-19.63,Quinta-feira
42588,548,2022-12-29,Compra Débito,-68.71,Quinta-feira
48049,548,2022-12-29,Compra Débito,-6.73,Quinta-feira
62846,548,2022-12-29,Compra Débito,-10.2,Quinta-feira
2237,804,2011-12-08,Compra Débito,-40.0,Quinta-feira
4757,804,2012-01-10,Compra Débito,-35.74,Terça-feira
5316,804,2012-01-10,Compra Débito,-12.29,Terça-feira
7515,804,2012-03-21,Compra Débito,-10.29,Quarta-feira
8116,804,2012-03-21,Compra Débito,-27.69,Quarta-feira
12097,804,2012-04-11,Compra Débito,-110.28,Quarta-feira
12219,804,2013-07-15,Compra Débito,-11.24,Segunda-feira
18934,804,2014-05-01,Compra Débito,-17.34,Quinta-feira
19809,804,2014-05-01,Compra Débito,-23.66,Quinta-feira
24633,804,2014-05-02,Compra Débito,-27.05,Sexta-feira
28855,804,2014-05-06,Compra Débito,-38.06,Terça-feira
34971,804,2014-05-07,Compra Débito,-48.0,Quarta-feira
38444,804,2014-06-09,Compra Débito,-13.73,Segunda-feira
39147,804,2014-06-21,Compra Débito,-183.83,Sábado
39662,804,2014-06-21,Compra Débito,-41.75,Sábado
47931,804,2014-10-04,Compra Débito,-63.77,Sábado
50682,804,2015-07-18,Compra Débito,-21.16,Sábado
53127,804,2015-10-04,Compra Débito,-28.27,Domingo
56922,804,2015-10-18,Compra Débito,-207.94,Domingo
57349,804,2015-10-18,Compra Débito,-39.23,Domingo
58052,804,2015-10-20,Compra Débito,-94.93,Terça-feira
69931,804,2016-11-02,Compra Débito,-26.14,Quarta-feira
7085,37,2022-07-28,Compra Débito,-50.83,Quinta-feira
8146,37,2022-07-29,Compra Débito,-10.18,Sexta-feira
11954,37,2022-08-21,Compra Débito,-14.28,Domingo
22299,37,2022-10-02,Compra Débito,-86.73,Domingo
24463,37,2022-10-03,Compra Débito,-36.76,Segunda-feira
32639,37,2022-12-10,Compra Débito,-13.08,Sábado
36279,37,2022-12-27,Compra Débito,-50.78,Terça-feira
38194,37,2022-12-29,Compra Débito,-24.71,Quinta-feira
39608,37,2022-12-29,Compra Débito,-24.07,Quinta-feira
44951,37,2022-12-30,Compra Débito,-26.33,Sexta-feira
52997,37,2022-12-30,Compra Débito,-83.69,Sexta-feira
54351,37,2022-12-30,Compra Débito,-20.33,Sexta-feira
57317,37,2022-12-30,Compra Débito,-109.59,Sexta-feira
61531,37,2022-12-30,Compra Débito,-4.61,Sexta-feira
66898,37,2022-12-30,Compra Débito,-25.0,Sexta-feira
71162,37,2022-12-30,Compra Débito,-23.79,Sexta-feira
2556,293,2018-11-13,Compra Débito,-24.59,Terça-feira
5134,293,2018-11-14,Compra Débito,-15.03,Quarta-feira
5789,293,2018-11-19,Compra Débito,-20.03,Segunda-feira
8470,293,2018-11-22,Compra Débito,-16.02,Quinta-feira
9415,293,2018-11-22,Compra Débito,-152.88,Quinta-feira
11040,293,2018-12-13,Compra Débito,-40.8,Quinta-feira
17881,293,2020-01-31,Compra Débito,-11.81,Sexta-feira
18036,293,2020-01-31,Compra Débito,-65.26,Sexta-feira
21088,293,2020-02-04,Compra Débito,-23.19,Terça-feira
22144,293,2020-02-08,Compra Débito,-39.04,Sábado
24459,293,2020-02-09,Compra Débito,-32.99,Domingo
25222,293,2020-03-05,Compra Débito,-25.77,Quinta-feira
33801,293,2020-11-14,Compra Débito,-43.27,Sábado
43893,293,2021-10-08,Compra Débito,-250.47,Sexta-feira
46270,293,2021-10-09,Compra Débito,-77.71,Sábado
51871,293,2021-11-15,Compra Débito,-33.62,Segunda-feira
55053,293,2021-12-07,Compra Débito,-65.58,Terça-feira
64501,293,2022-04-03,Compra Débito,-21.97,Domingo
1368,549,2019-07-10,Compra Débito,-92.65,Quarta-feira
2614,549,2019-07-10,Compra Débito,-119.24,Quarta-feira
5104,549,2019-07-11,Compra Débito,-8.34,Quinta-feira
6112,549,2019-07-12,Compra Débito,-305.88,Sexta-feira
6549,549,2019-08-15,Compra Débito,-22.4,Quinta-feira
9527,549,2019-08-24,Compra Débito,-185.25,Sábado
10082,549,2019-08-25,Compra Débito,-28.45,Domingo
10253,549,2019-10-08,Compra Débito,-41.22,Terça-feira
11474,549,2019-12-03,Compra Débito,-99.41,Terça-feira
14093,549,2019-12-15,Compra Débito,-31.74,Domingo
15540,549,2020-01-27,Compra Débito,-16.0,Segunda-feira
17751,549,2020-02-17,Compra Débito,-39.96,Segunda-feira
23343,549,2020-03-21,Compra Débito,-8.86,Sábado
23705,549,2020-06-06,Compra Débito,-15.75,Sábado
32192,549,2020-08-19,Compra Débito,-39.53,Quarta-feira
32893,549,2020-10-28,Compra Débito,-22.74,Quarta-feira
40685,549,2020-12-02,Compra Débito,-9.0,Quarta-feira
41519,549,2020-12-02,Compra Débito,-45.07,Quarta-feira
47338,549,2021-02-26,Compra Débito,-20.69,Sexta-feira
49627,549,2021-03-25,Compra Débito,-48.12,Quinta-feira
56129,549,2021-04-14,Compra Débito,-18.35,Quarta-feira
58500,549,2021-04-27,Compra Débito,-86.23,Terça-feira
64284,549,2021-05-20,Compra Débito,-26.58,Quinta-feira
64361,549,2021-05-20,Compra Débito,-33.59,Quinta-feira
64596,549,2021-06-04,Compra Débito,-38.71,Sexta-feira
66416,549,2021-06-04,Compra Débito,-29.19,Sexta-feira
67437,549,2021-06-09,Compra Débito,-96.86,Quarta-feira
7728,805,2013-03-28,Compra Débito,-14.11,Quinta-feira
13706,805,2021-02-12,Compra Débito,-12.88,Sexta-feira
25566,805,2022-10-17,Compra Débito,-119.68,Segunda-feira
26866,805,2022-11-22,Compra Débito,-104.25,Terça-feira
30383,805,2022-12-29,Compra Débito,-86.04,Quinta-feira
39472,805,2022-12-30,Compra Débito,-8.61,Sexta-feira
41126,805,2022-12-30,Compra Débito,-25.78,Sexta-feira
41815,805,2022-12-30,Compra Débito,-41.77,Sexta-feira
41922,805,2022-12-30,Compra Débito,-5.97,Sexta-feira
42737,805,2022-12-30,Compra Débito,-64.12,Sexta-feira
43710,805,2022-12-30,Compra Débito,-43.89,Sexta-feira
51624,805,2022-12-30,Compra Débito,-20.35,Sexta-feira
55883,805,2022-12-30,Compra Débito,-60.6,Sexta-feira
60442,805,2022-12-30,Compra Débito,-4.85,Sexta-feira
61425,805,2022-12-30,Compra Débito,-17.68,Sexta-feira
65392,805,2022-12-30,Compra Débito,-27.18,Sexta-feira
67439,805,2022-12-30,Compra Débito,-16.96,Sexta-feira
69572,805,2022-12-30,Compra Débito,-78.02,Sexta-feira
1614,38,2021-09-12,Compra Débito,-41.93,Domingo
7075,38,2022-05-15,Compra Débito,-57.81,Domingo
11123,38,2022-07-03,Compra Débito,-48.78,Domingo
12059,38,2022-07-04,Compra Débito,-10.73,Segunda-feira
17045,38,2022-08-31,Compra Débito,-142.42,Quarta-feira
17070,38,2022-10-01,Compra Débito,-14.01,Sábado
24974,38,2022-10-14,Compra Débito,-32.91,Sexta-feira
28964,38,2022-11-25,Compra Débito,-68.97,Sexta-feira
29620,38,2022-12-04,Compra Débito,-137.55,Domingo
32590,38,2022-12-04,Compra Débito,-15.67,Domingo
35901,38,2022-12-05,Compra Débito,-91.26,Segunda-feira
41430,38,2022-12-23,Compra Débito,-90.73,Sexta-feira
49390,38,2022-12-29,Compra Débito,-47.45,Quinta-feira
52914,38,2022-12-29,Compra Débito,-62.58,Quinta-feira
58054,38,2022-12-29,Compra Débito,-36.66,Quinta-feira
62511,38,2022-12-30,Compra Débito,-91.44,Sexta-feira
9631,294,2022-02-09,Compra Débito,-36.25,Quarta-feira
11395,294,2022-05-27,Compra Débito,-95.91,Sexta-feira
21902,294,2022-07-16,Compra Débito,-69.85,Sábado
22066,294,2022-07-16,Compra Débito,-99.71,Sábado
26409,294,2022-12-29,Compra Débito,-41.57,Quinta-feira
34514,294,2022-12-29,Compra Débito,-10.5,Quinta-feira
34587,294,2022-12-29,Compra Débito,-34.1,Quinta-feira
43611,294,2022-12-29,Compra Débito,-13.76,Quinta-feira
45113,294,2022-12-29,Compra Débito,-219.62,Quinta-feira
52631,294,2022-12-30,Compra Débito,-64.56,Sexta-feira
70990,294,2022-12-30,Compra Débito,-44.58,Sexta-feira
7077,550,2017-11-15,Compra Débito,-4.45,Quarta-feira
8537,550,2017-12-19,Compra Débito,-37.15,Terça-feira
10026,550,2017-12-20,Compra Débito,-4.61,Quarta-feira
12086,550,2017-12-24,Compra Débito,-14.58,Domingo
